UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power_Consumption_kWh,Machine_Load_Percent,Energy_Cost_INR,Carbon_Emission_kgCO2,Production_Output_Units,Estimated_Downtime_Hours,Estimated_Loss_INR
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,12.7,34.0,101.6,10.41,85,0.0,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,12.13,32.7,97.04,9.95,86,0.0,0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,13.56,74.1,108.48,11.12,67,0.0,0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,12.64,62.7,101.12,10.36,64,0.0,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,12.68,39.0,101.44,10.4,82,0.0,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,13.6,42.2,108.8,11.15,90,0.0,0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,12.13,42.4,97.04,9.95,82,0.0,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,12.77,38.9,102.16,10.47,85,0.0,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,12.49,55.1,99.92,10.24,71,0.0,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,13.25,60.4,106.0,10.86,72,0.0,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,12.28,39.5,98.24,10.07,80,0.0,0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,13.08,64.4,104.64,10.73,77,0.0,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,13.58,44.2,108.64,11.14,95,0.0,0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,12.65,37.8,101.2,10.37,79,0.0,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,12.86,46.0,102.88,10.55,84,0.0,0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,13.35,60.6,106.8,10.95,70,0.0,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,12.55,41.1,100.4,10.29,89,0.0,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,13.06,61.7,104.48,10.71,65,0.0,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,13.13,27.6,105.04,10.77,103,0.0,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,14.13,78.1,113.04,11.59,66,4.9,196000
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,12.93,59.7,103.44,10.6,74,0.0,0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,13.2,56.2,105.6,10.82,70,0.0,0
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,12.8,36.2,102.4,10.5,90,0.0,0
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,12.72,38.4,101.76,10.43,86,0.0,0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,13.36,54.0,106.88,10.96,76,0.0,0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,13.97,81.6,111.76,11.46,67,3.7,148000
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,14.27,74.0,114.16,11.7,71,5.3,212000
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,13.28,33.4,106.24,10.89,93,0.0,0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,12.93,57.9,103.44,10.6,76,0.0,0
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,13.34,54.6,106.72,10.94,89,0.0,0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,12.75,66.2,102.0,10.46,67,0.0,0
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,12.71,39.2,101.68,10.42,80,0.0,0
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,12.83,47.9,102.64,10.52,78,0.0,0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,14.56,87.7,116.48,11.94,64,0.0,0
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,12.43,31.8,99.44,10.19,89,0.0,0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,12.43,49.1,99.44,10.19,77,0.0,0
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,15.46,86.4,123.68,12.68,72,4.6,184000
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,14.31,57.6,114.48,11.73,81,0.0,0
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,13.13,38.6,105.04,10.77,92,0.0,0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,13.12,15.4,104.96,10.76,100,0.0,0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,12.57,34.0,100.56,10.31,87,0.0,0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,12.94,58.8,103.52,10.61,69,0.0,0
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,12.07,39.5,96.56,9.9,75,0.0,0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,12.86,63.0,102.88,10.55,74,0.0,0
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,14.24,16.6,113.92,11.68,119,0.0,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,13.4,26.6,107.2,10.99,105,0.0,0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,12.67,46.3,101.36,10.39,81,0.0,0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,12.99,56.4,103.92,10.65,81,0.0,0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,12.56,43.6,100.48,10.3,75,0.0,0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,12.79,56.1,102.32,10.49,78,0.0,0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,13.05,58.0,104.4,10.7,73,0.0,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,12.62,29.0,100.96,10.35,92,0.0,0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,14.03,72.2,112.24,11.5,70,0.0,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,13.21,32.3,105.68,10.83,101,0.0,0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,14.16,61.4,113.28,11.61,77,0.0,0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,12.46,35.5,99.68,10.22,89,0.0,0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,13.38,25.0,107.04,10.97,107,0.0,0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,13.0,55.4,104.0,10.66,75,0.0,0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,13.49,48.2,107.92,11.06,90,0.0,0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,13.26,71.1,106.08,10.87,69,0.0,0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,13.01,47.7,104.08,10.67,76,0.0,0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,14.82,31.8,118.56,12.15,127,0.0,0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,12.92,34.5,103.36,10.59,85,0.0,0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,12.71,39.6,101.68,10.42,87,0.0,0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,14.38,41.1,115.04,11.79,106,0.0,0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,12.17,54.2,97.36,9.98,69,0.0,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,13.23,55.8,105.84,10.85,73,0.0,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,13.1,56.4,104.8,10.74,74,0.0,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,12.99,50.8,103.92,10.65,77,0.0,0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,11.46,47.1,91.68,9.4,65,0.0,0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,12.59,60.6,100.72,10.32,70,0.0,0
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,13.28,66.8,106.24,10.89,68,0.0,0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,13.48,33.5,107.84,11.05,98,0.0,0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,12.81,62.7,102.48,10.5,70,0.0,0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,12.71,31.1,101.68,10.42,98,0.0,0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,15.44,24.5,123.52,12.66,134,0.0,0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,12.85,46.8,102.8,10.54,85,0.0,0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,13.7,43.2,109.6,11.23,90,0.0,0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,13.19,29.2,105.52,10.82,100,0.0,0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,12.3,46.7,98.4,10.09,80,0.0,0
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,13.17,57.6,105.36,10.8,77,0.0,0
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,13.22,32.5,105.76,10.84,100,0.0,0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,15.51,21.7,124.08,12.72,134,0.0,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,12.75,65.9,102.0,10.46,68,0.0,0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,13.09,42.1,104.72,10.73,86,0.0,0
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,12.16,62.4,97.28,9.97,62,0.0,0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,12.54,49.8,100.32,10.28,75,0.0,0
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,13.35,51.1,106.8,10.95,81,0.0,0
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,13.02,60.9,104.16,10.68,75,0.0,0
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,12.04,48.4,96.32,9.87,76,0.0,0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,12.72,68.6,101.76,10.43,63,0.0,0
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,12.91,74.1,103.28,10.59,62,0.0,0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,14.23,50.7,113.84,11.67,92,0.0,0
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,13.81,43.8,110.48,11.32,98,0.0,0
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,12.89,32.2,103.12,10.57,95,0.0,0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,12.96,51.2,103.68,10.63,80,0.0,0
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,12.76,38.2,102.08,10.46,89,0.0,0
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,13.06,47.7,104.48,10.71,83,0.0,0
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,12.0,42.4,96.0,9.84,81,0.0,0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,12.42,45.6,99.36,10.18,74,0.0,0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,14.27,68.8,114.16,11.7,84,0.0,0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,13.03,47.3,104.24,10.68,78,0.0,0
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,12.93,26.9,103.44,10.6,96,0.0,0
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,13.07,57.4,104.56,10.72,79,0.0,0
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,14.06,76.6,112.48,11.53,68,7.6,304000
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,13.46,41.0,107.68,11.04,97,0.0,0
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,13.4,39.0,107.2,10.99,98,0.0,0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,12.24,52.3,97.92,10.04,70,0.0,0
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,13.55,61.6,108.4,11.11,69,0.0,0
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,13.23,50.4,105.84,10.85,82,0.0,0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,12.96,34.4,103.68,10.63,92,0.0,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,13.26,61.2,106.08,10.87,76,0.0,0
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,13.11,29.6,104.88,10.75,101,0.0,0
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,14.51,18.8,116.08,11.9,122,0.0,0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,13.29,31.2,106.32,10.9,100,0.0,0
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,13.17,49.3,105.36,10.8,84,0.0,0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,13.66,36.2,109.28,11.2,98,0.0,0
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,12.56,44.8,100.48,10.3,77,0.0,0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,12.12,40.8,96.96,9.94,82,0.0,0
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,13.51,59.9,108.08,11.08,76,0.0,0
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,13.07,59.0,104.56,10.72,69,0.0,0
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,17.55,11.4,140.4,14.39,162,0.0,0
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,12.64,41.1,101.12,10.36,86,0.0,0
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,13.23,49.6,105.84,10.85,75,0.0,0
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,13.37,43.8,106.96,10.96,83,0.0,0
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,12.75,34.7,102.0,10.46,89,0.0,0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,12.92,40.8,103.36,10.59,87,0.0,0
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,12.59,57.2,100.72,10.32,70,0.0,0
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,12.6,44.7,100.8,10.33,89,0.0,0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,13.76,62.3,110.08,11.28,80,0.0,0
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,13.02,35.2,104.16,10.68,94,0.0,0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,13.47,41.8,107.76,11.05,93,0.0,0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,13.52,40.5,108.16,11.09,90,0.0,0
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,13.2,61.9,105.6,10.82,70,0.0,0
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,12.22,40.3,97.76,10.02,80,0.0,0
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,12.13,46.8,97.04,9.95,76,0.0,0
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,12.71,38.2,101.68,10.42,85,0.0,0
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,12.81,49.8,102.48,10.5,81,0.0,0
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,13.27,53.0,106.16,10.88,87,0.0,0
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,12.84,36.7,102.72,10.53,91,0.0,0
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,13.4,62.4,107.2,10.99,74,0.0,0
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,14.15,74.1,113.2,11.6,71,0.0,0
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,13.99,71.8,111.92,11.47,66,0.0,0
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,13.45,52.1,107.6,11.03,84,0.0,0
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,13.24,47.5,105.92,10.86,85,0.0,0
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,12.71,49.5,101.68,10.42,78,0.0,0
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,13.1,40.5,104.8,10.74,87,0.0,0
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,13.55,46.0,108.4,11.11,90,0.0,0
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,13.52,49.6,108.16,11.09,88,0.0,0
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,13.65,73.1,109.2,11.19,71,0.0,0
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,12.38,57.3,99.04,10.15,71,0.0,0
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,12.68,64.6,101.44,10.4,73,0.0,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,12.8,42.3,102.4,10.5,82,0.0,0
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,13.64,70.4,109.12,11.18,70,0.0,0
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,14.12,69.7,112.96,11.58,72,0.0,0
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,13.63,46.1,109.04,11.18,101,0.0,0
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,13.28,27.6,106.24,10.89,101,0.0,0
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,18.42,8.2,147.36,15.1,172,7.9,316000
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,13.33,47.3,106.64,10.93,83,0.0,0
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,12.53,50.1,100.24,10.27,65,0.0,0
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,14.07,29.2,112.56,11.54,109,0.0,0
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,12.91,27.8,103.28,10.59,97,0.0,0
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,12.86,57.9,102.88,10.55,71,0.0,0
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,12.79,66.4,102.32,10.49,63,0.0,0
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,13.48,87.1,107.84,11.05,57,0.0,0
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,13.6,65.7,108.8,11.15,75,0.0,0
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,14.1,67.2,112.8,11.56,71,0.0,0
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,13.44,54.4,107.52,11.02,75,0.0,0
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,12.53,49.6,100.24,10.27,78,0.0,0
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,13.25,47.8,106.0,10.86,78,0.0,0
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,13.24,75.6,105.92,10.86,66,0.0,0
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,13.1,55.5,104.8,10.74,81,0.0,0
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,13.18,44.2,105.44,10.81,85,0.0,0
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,13.14,44.7,105.12,10.77,78,0.0,0
398,M15257,M,297.4,308.3,1774,28.9,166,0,0,0,0,0,0,13.74,41.2,109.92,11.27,103,0.0,0
399,H29812,H,297.4,308.3,1502,43.6,169,0,0,0,0,0,0,13.38,54.1,107.04,10.97,79,0.0,0
400,L47579,L,297.4,308.4,1392,49.7,174,0,0,0,0,0,0,13.26,69.2,106.08,10.87,70,0.0,0
401,L47580,L,297.4,308.5,2100,16.9,176,0,0,0,0,0,0,14.94,10.0,119.52,12.25,131,0.0,0
402,L47581,L,297.5,308.5,1722,30.4,178,0,0,0,0,0,0,13.49,33.5,107.92,11.06,98,0.0,0
403,L47582,L,297.4,308.6,1678,32.3,180,0,0,0,0,0,0,13.37,39.2,106.96,10.96,95,0.0,0
404,L47583,L,297.3,308.6,1273,59.8,182,0,0,0,0,0,0,13.61,77.2,108.88,11.16,59,0.0,0
405,L47584,L,297.3,308.6,1297,45.9,184,0,0,0,0,0,0,11.91,55.6,95.28,9.77,61,0.0,0
406,L47585,L,297.3,308.5,1350,57.6,186,0,0,0,0,0,0,13.98,77.0,111.84,11.46,66,0.0,0
407,L47586,L,297.4,308.6,1439,51.9,188,0,0,0,0,0,0,13.97,60.7,111.76,11.46,74,0.0,0
408,M15267,M,297.4,308.5,1600,42.1,190,0,0,0,0,0,0,14.03,51.9,112.24,11.5,88,0.0,0
409,M15268,M,297.4,308.6,1434,44.4,193,0,0,0,0,0,0,12.9,56.4,103.2,10.58,73,0.0,0
410,L47589,L,297.4,308.6,1459,41.3,196,0,0,0,0,0,0,12.69,54.1,101.52,10.41,75,0.0,0
411,M15270,M,297.5,308.6,1472,44.9,198,0,0,0,0,0,0,13.3,60.0,106.4,10.91,77,0.0,0
412,L47591,L,297.5,308.7,1429,44.3,201,0,0,0,0,0,0,12.84,50.0,102.72,10.53,73,0.0,0
413,L47592,L,297.5,308.6,1388,48.2,203,0,0,0,0,0,0,13.02,53.3,104.16,10.68,69,0.0,0
414,L47593,L,297.4,308.4,1573,34.5,205,0,0,0,0,0,0,12.75,48.6,102.0,10.46,85,0.0,0
415,L47594,L,297.4,308.4,1588,32.5,207,0,0,0,0,0,0,12.61,41.1,100.88,10.34,87,0.0,0
416,L47595,L,297.5,308.4,1511,42.8,209,0,0,0,0,0,0,13.35,49.8,106.8,10.95,80,0.0,0
417,L47596,L,297.4,308.5,1495,37.8,211,0,0,0,0,0,0,12.53,54.5,100.24,10.27,79,0.0,0
418,L47597,L,297.4,308.4,1394,50.1,213,0,0,0,0,0,0,13.33,64.2,106.64,10.93,70,0.0,0
419,L47598,L,297.4,308.4,2151,17.7,0,0,0,0,0,0,0,15.49,25.0,123.92,12.7,136,0.0,0
420,M15279,M,297.3,308.3,1501,38.2,2,0,0,0,0,0,0,12.63,47.6,101.04,10.36,79,0.0,0
421,M15280,M,297.3,308.3,1301,39.6,5,0,0,0,0,0,0,11.08,59.5,88.64,9.09,62,0.0,0
422,M15281,M,297.3,308.3,1657,31.1,8,0,0,0,0,0,0,13.02,46.3,104.16,10.68,93,0.0,0
423,L47602,L,297.3,308.3,1333,55.2,11,0,0,0,0,0,0,13.5,69.4,108.0,11.07,64,0.0,0
424,L47603,L,297.3,308.3,1484,43.9,13,0,0,0,0,0,0,13.27,59.9,106.16,10.88,78,0.0,0
425,L47604,L,297.3,308.4,1430,45.7,15,0,0,0,0,0,0,13.04,60.8,104.32,10.69,73,0.0,0
426,M15285,M,297.3,308.4,1665,28.9,17,0,0,0,0,0,0,12.79,41.3,102.32,10.49,93,0.0,0
427,L47606,L,297.4,308.5,1501,44.9,20,0,0,0,0,0,0,13.55,51.6,108.4,11.11,79,0.0,0
428,M15287,M,297.5,308.5,1496,42.2,22,0,0,0,0,0,0,13.14,56.2,105.12,10.77,79,0.0,0
429,M15288,M,297.6,308.6,1595,36.9,25,0,0,0,0,0,0,13.27,50.8,106.16,10.88,87,0.0,0
430,L47609,L,297.5,308.6,1208,62.3,28,0,0,0,0,0,0,13.38,71.6,107.04,10.97,53,0.0,0
431,L47610,L,297.5,308.6,1596,37.1,30,0,0,0,0,0,0,13.31,39.8,106.48,10.91,87,0.0,0
432,L47611,L,297.5,308.5,1446,41.9,32,0,0,0,0,0,0,12.66,42.1,101.28,10.38,74,0.0,0
433,M15292,M,297.6,308.5,1466,39.7,34,0,0,0,0,0,0,12.53,48.0,100.24,10.27,76,0.0,0
434,M15293,M,297.6,308.5,1848,23.7,37,0,0,0,0,0,0,13.67,30.9,109.36,11.21,109,0.0,0
435,M15294,M,297.5,308.5,1484,44.7,40,0,0,0,0,0,0,13.38,63.7,107.04,10.97,78,0.0,0
436,L47615,L,297.4,308.3,1493,41.2,43,0,0,0,0,0,0,12.97,51.7,103.76,10.64,78,0.0,0
437,L47616,L,297.3,308.3,1504,36.3,45,0,0,0,0,0,0,12.4,52.8,99.2,10.17,79,0.0,0
438,L47617,L,297.3,308.3,1538,38.5,47,0,0,0,0,0,0,13.0,40.8,104.0,10.66,82,0.0,0
439,L47618,L,297.4,308.4,1341,52.2,49,0,0,0,0,0,0,13.16,58.0,105.28,10.79,65,0.0,0
440,M15299,M,297.4,308.3,1535,34.6,51,0,0,0,0,0,0,12.44,42.0,99.52,10.2,82,0.0,0
441,L47620,L,297.4,308.5,1389,39.2,54,0,0,0,0,0,0,11.79,50.5,94.32,9.67,69,0.0,0
442,H29855,H,297.5,308.5,1393,46.6,56,0,0,0,0,0,0,12.84,58.6,102.72,10.53,70,0.0,0
443,L47622,L,297.4,308.5,1399,61.5,61,1,0,0,1,0,0,14.94,68.9,119.52,12.25,70,2.6,104000
444,H29857,H,297.4,308.5,1469,45.1,63,0,0,0,0,0,0,13.3,56.3,106.4,10.91,76,0.0,0
445,L47624,L,297.4,308.4,1582,37.2,68,0,0,0,0,0,0,13.2,39.4,105.6,10.82,86,0.0,0
446,L47625,L,297.5,308.6,1793,26.7,70,0,0,0,0,0,0,13.6,34.8,108.8,11.15,105,0.0,0
447,L47626,L,297.5,308.6,1452,39.0,72,0,0,0,0,0,0,12.31,50.2,98.48,10.09,75,0.0,0
448,M15307,M,297.6,308.7,1376,59.9,74,0,0,0,0,0,0,14.52,72.4,116.16,11.91,68,0.0,0
449,L47628,L,297.5,308.6,1552,44.9,77,0,0,0,0,0,0,14.0,53.9,112.0,11.48,84,0.0,0
